battery_oc_v,efficiency,source_r_ohm,bms_limit_a,input_current_a,source_sag_v,battery_terminal_v,current_margin_a,bms_pass,voltage_margin_to_6v_cutoff_v
7.0,0.85,0.2,3.0,2.628571428571429,0.5257142857142858,6.474285714285714,0.371428571428571,True,0.4742857142857142
7.0,0.85,0.2,4.0,2.628571428571429,0.5257142857142858,6.474285714285714,1.371428571428571,True,0.4742857142857142
7.0,0.85,0.2,5.0,2.628571428571429,0.5257142857142858,6.474285714285714,2.371428571428571,True,0.4742857142857142
7.0,0.85,0.2,6.0,2.628571428571429,0.5257142857142858,6.474285714285714,3.371428571428571,True,0.4742857142857142
7.0,0.85,0.25,3.0,2.628571428571429,0.6571428571428573,6.3428571428571425,0.371428571428571,True,0.3428571428571425
7.0,0.85,0.25,4.0,2.628571428571429,0.6571428571428573,6.3428571428571425,1.371428571428571,True,0.3428571428571425
7.0,0.85,0.25,5.0,2.628571428571429,0.6571428571428573,6.3428571428571425,2.371428571428571,True,0.3428571428571425
7.0,0.85,0.25,6.0,2.628571428571429,0.6571428571428573,6.3428571428571425,3.371428571428571,True,0.3428571428571425
7.0,0.9,0.05,3.0,2.482539682539682,0.12412698412698411,6.875873015873016,0.5174603174603178,True,0.8758730158730161
7.0,0.9,0.05,4.0,2.482539682539682,0.12412698412698411,6.875873015873016,1.5174603174603178,True,0.8758730158730161
7.0,0.9,0.05,5.0,2.482539682539682,0.12412698412698411,6.875873015873016,2.517460317460318,True,0.8758730158730161
7.0,0.9,0.05,6.0,2.482539682539682,0.12412698412698411,6.875873015873016,3.517460317460318,True,0.8758730158730161
7.0,0.9,0.1,3.0,2.482539682539682,0.24825396825396823,6.751746031746031,0.5174603174603178,True,0.7517460317460314
7.0,0.9,0.1,4.0,2.482539682539682,0.24825396825396823,6.751746031746031,1.5174603174603178,True,0.7517460317460314
7.0,0.9,0.1,5.0,2.482539682539682,0.24825396825396823,6.751746031746031,2.517460317460318,True,0.7517460317460314
7.0,0.9,0.1,6.0,2.482539682539682,0.24825396825396823,6.751746031746031,3.517460317460318,True,0.7517460317460314
7.0,0.9,0.15,3.0,2.482539682539682,0.3723809523809523,6.6276190476190475,0.5174603174603178,True,0.6276190476190475
7.0,0.9,0.15,4.0,2.482539682539682,0.3723809523809523,6.6276190476190475,1.5174603174603178,True,0.6276190476190475
7.0,0.9,0.15,5.0,2.482539682539682,0.3723809523809523,6.6276190476190475,2.517460317460318,True,0.6276190476190475
7.0,0.9,0.15,6.0,2.482539682539682,0.3723809523809523,6.6276190476190475,3.517460317460318,True,0.6276190476190475
7.0,0.9,0.2,3.0,2.482539682539682,0.49650793650793645,6.503492063492064,0.5174603174603178,True,0.5034920634920637
7.0,0.9,0.2,4.0,2.482539682539682,0.49650793650793645,6.503492063492064,1.5174603174603178,True,0.5034920634920637
7.0,0.9,0.2,5.0,2.482539682539682,0.49650793650793645,6.503492063492064,2.517460317460318,True,0.5034920634920637
7.0,0.9,0.2,6.0,2.482539682539682,0.49650793650793645,6.503492063492064,3.517460317460318,True,0.5034920634920637
7.0,0.9,0.25,3.0,2.482539682539682,0.6206349206349205,6.37936507936508,0.5174603174603178,True,0.3793650793650798
7.0,0.9,0.25,4.0,2.482539682539682,0.6206349206349205,6.37936507936508,1.5174603174603178,True,0.3793650793650798
7.0,0.9,0.25,5.0,2.482539682539682,0.6206349206349205,6.37936507936508,2.517460317460318,True,0.3793650793650798
7.0,0.9,0.25,6.0,2.482539682539682,0.6206349206349205,6.37936507936508,3.517460317460318,True,0.3793650793650798
7.0,0.95,0.05,3.0,2.35187969924812,0.11759398496240601,6.882406015037594,0.6481203007518799,True,0.8824060150375939
7.0,0.95,0.05,4.0,2.35187969924812,0.11759398496240601,6.882406015037594,1.6481203007518799,True,0.8824060150375939
